,AD1 N:03_0_R EXCH Curncy,RX1 N:03_0_R EXCH Comdty,BO1 N:03_0_R EXCH Comdty,BP1 N:03_0_R EXCH Curncy,DU1 N:03_0_R EXCH Comdty,CC1 N:03_0_R EXCH Comdty,CD1 N:03_0_R EXCH Curncy,CF1 N:03_0_R EXCH Index,CL1 N:03_0_R EXCH Comdty,C 1 N:03_0_R EXCH Comdty,CO1 N:03_0_R EXCH Comdty,CT1 N:03_0_R EXCH Comdty,GX1 N:03_0_R EXCH Index,ED1 N:03_0_R EXCH Comdty,MES1 N:03_0_R EXCH Index,EO1 N:03_0_R EXCH Index,ES1 N:03_0_R EXCH Index,FC1 N:03_0_R EXCH Comdty,Z 1 N:03_0_R EXCH Index,FV1 N:03_0_R EXCH Comdty,GC1 N:03_0_R EXCH Comdty,G 1 N:03_0_R EXCH Comdty,QS1 N:03_0_R EXCH Comdty,HG1 N:03_0_R EXCH Comdty,HO1 N:03_0_R EXCH Comdty,JO1 N:03_0_R EXCH Comdty,KC1 N:03_0_R EXCH Comdty,LC1 N:03_0_R EXCH Comdty,LH1 N:03_0_R EXCH Comdty,PE1 N:03_0_R EXCH Curncy,FA1 N:03_0_R EXCH Index,NG1 N:03_0_R EXCH Comdty,NX1 N:03_0_R EXCH Index,NV1 N:03_0_R EXCH Curncy,O 1 N:03_0_R EXCH Comdty,PA1 N:03_0_R EXCH Comdty,PL1 N:03_0_R EXCH Comdty,EO1 N:03_0_R EXCH Comdty,EC1 N:03_0_R EXCH Comdty,RP1 N:03_0_R EXCH Curncy,SB1 N:03_0_R EXCH Comdty,SM1 N:03_0_R EXCH Comdty,SP1 N:03_0_R EXCH Index,SI1 N:03_0_R EXCH Comdty,S 1 N:03_0_R EXCH Comdty,ER1 N:03_0_R EXCH Comdty,VH1 N:03_0_R EXCH Index,W 1 N:03_0_R EXCH Comdty,VG1 N:03_0_R EXCH Index
1990-04-24,42.63,,109.8,115.49,,14115.0,75.96,2391.1,,4772.8125,10.32,387.95,,82.9865,,117.05,,41.281,2804.4,52.1015625,849.59,42.02,74.86,109.13,29.65,742.43,1789.32,80.396,88.35,,,485.44,,,1589.75,198.69,486.88,,,,10.88,30.99,462.08,13.134,475.875,,,10347.5,
1990-04-25,42.65,,110.89,115.68,,13658.0,75.889,2375.2,,4820.375,10.16,387.95,,82.941,,117.14,,41.382,2767.2,52.0234375,837.49,41.31,73.91,113.39,29.51,751.91,1742.35,80.148,89.459,,,484.504,,,1607.4375,194.51,471.31,,,,11.14,31.61,464.58,12.928,484.4375,,,10438.9375,
1990-04-26,41.96,,112.32,115.45,,13691.0,75.871,2358.2,,4854.9375,10.09,391.19,,82.8955,,116.14,,41.382,2764.7,51.8515625,836.81,41.15,74.15,113.39,29.89,750.94,1747.72,79.873,90.281,,,486.377,,,1622.625,193.57,473.01,,,,11.15,33.11,466.04,12.907,498.0,,,10424.875,
1990-04-27,41.86,,112.51,115.58,,13734.0,75.738,2343.4,,4841.9375,10.08,391.3,,82.9592,,115.56,,41.751,2737.7,51.90625,838.38,40.85,74.38,113.01,30.27,745.14,1736.43,80.478,90.031,,,485.44,,,1642.875,190.89,474.7,,,,11.28,33.83,457.07,12.915,505.0,,,10424.875,
1990-04-30,41.81,,111.09,116.12,,14093.0,75.64,2329.8,34.67,4846.25,10.11,388.58,,82.9592,,,,42.005,2730.1,51.953125,832.56,40.95,74.74,110.27,31.84,746.88,1734.76,80.286,90.174,,,488.562,,,1669.375,185.05,473.21,,,,11.25,33.78,461.59,12.954,503.0625,,,10570.0625,
1990-05-01,41.53,,108.08,116.35,,14386.0,75.694,,35.31,4876.1875,10.18,387.75,,82.9046,,114.89,,41.954,2751.9,51.859375,835.47,41.13,76.04,114.73,,751.13,1717.92,80.561,91.246,,,488.562,,,1662.1875,189.15,478.8,,,,11.21,33.99,463.74,13.161,499.1875,,,10447.8125,
1990-05-02,41.89,,110.95,116.22,,14136.0,75.525,2351.3,34.93,4949.0,10.15,391.4,,82.9046,,115.02,,42.043,2767.9,51.828125,833.9,41.15,75.09,113.56,,746.3,1709.04,80.973,91.318,,,491.684,,,1715.1875,188.99,479.6,,,,11.17,34.03,468.33,13.083,505.5625,,,10623.5625,
1990-05-03,42.03,,110.29,116.28,,14147.0,75.569,2394.3,33.64,4914.75,9.76,390.52,,82.9137,,116.1,,42.526,2777.5,51.9453125,837.71,41.61,73.91,113.01,,750.17,1712.74,81.743,91.246,,,491.684,,,1700.6875,187.65,482.29,,,,10.96,33.63,468.61,13.104,499.5625,,,10600.625,
1990-05-04,42.09,,111.19,117.95,,13843.0,75.862,2394.3,33.62,4936.125,9.64,385.45,,83.1776,,116.14,,42.615,2807.0,52.4453125,836.37,42.72,74.03,112.65,,744.37,1710.7,82.128,91.39,,,491.684,,,1695.875,189.86,482.49,,,,10.14,33.26,472.43,13.104,496.8125,,,10692.375,
1990-05-07,42.14,,114.06,118.15,,14049.0,75.862,2419.1,34.16,4987.5,,388.37,,83.1594,,117.14,,43.021,,52.3671875,838.38,,,111.03,32.15,749.45,1707.74,82.734,92.784,,,493.245,,,1710.3125,188.28,483.69,,,,10.26,33.67,476.05,13.143,504.8125,,,10784.0625,
1990-05-08,42.16,,113.21,118.29,,13408.0,75.827,,34.18,4957.5625,9.64,389.94,,83.1685,,116.85,,42.793,2835.2,52.46875,833.9,42.6,74.03,113.56,32.72,767.04,1732.54,81.331,90.96,,,494.181,,,1693.5,185.6,478.3,,,,10.38,33.63,479.66,13.065,501.5,,,10646.5,
1990-05-09,42.07,,116.08,118.84,,14006.0,75.667,2395.4,35.51,4978.9375,9.91,391.77,,83.1685,,116.01,,42.958,2808.3,52.3046875,837.71,42.37,74.03,118.98,32.72,761.76,1745.13,82.211,92.176,,,491.996,,,1671.8125,186.47,485.58,,,,10.3,34.17,479.45,13.156,511.5625,,,10684.75,
1990-05-10,42.3,,115.94,118.84,,14267.0,75.392,2401.0,35.57,4996.0625,9.93,393.91,,83.2322,,115.72,,42.996,2813.4,52.4609375,833.68,42.62,,119.89,32.96,753.36,1724.4,81.633,91.032,,,491.372,,,1671.8125,186.87,483.69,,,,10.29,34.35,479.59,13.303,512.375,,,10677.0625,
1990-05-11,42.4,,115.47,118.89,,14136.0,75.037,2376.2,35.44,4966.125,9.86,393.81,,83.3413,,116.6,,43.11,2840.3,52.796875,830.54,43.03,,119.13,32.46,758.63,1691.82,81.496,90.889,,,488.562,,,1611.5625,187.42,482.99,,,,10.45,33.33,492.38,13.186,499.375,,,10516.5625,
1990-05-14,42.78,,115.56,119.2,,15277.0,74.948,2378.4,36.86,4978.9375,10.14,391.51,,83.3595,,118.01,,43.072,2887.8,52.8984375,829.19,43.28,75.12,116.45,33.42,756.87,1682.94,81.358,90.746,,,485.752,,,1570.625,188.28,486.28,,,,10.39,32.63,496.06,13.238,493.125,,,10531.875,
1990-05-15,42.59,,113.78,118.62,,15190.0,74.984,2352.4,36.63,4876.1875,10.03,392.71,,83.3413,,117.68,,43.072,2880.1,52.796875,834.57,42.95,74.88,115.54,32.97,753.36,1725.51,81.083,90.746,,,484.816,,,1573.0,188.13,486.98,,,,10.26,32.02,495.5,13.096,484.8125,,,10508.9375,
1990-05-16,42.51,,113.3,119.17,,15571.0,75.081,2351.3,35.59,4833.375,9.95,393.18,,83.3413,,118.43,,43.072,2895.5,52.7578125,830.09,42.93,74.63,115.84,32.91,758.83,1762.52,81.881,92.963,,,490.123,,,1546.5625,189.23,486.68,,,,10.31,31.99,493.91,13.083,485.0,,,10516.5625,
1990-05-17,42.51,,114.81,120.03,,15723.0,75.135,2399.9,35.29,4876.1875,9.95,397.94,,83.2958,,119.84,,43.11,2986.5,52.6953125,830.76,44.08,74.63,116.35,33.12,753.94,1755.12,81.633,94.393,,,490.123,,,1556.1875,188.05,491.97,,,,10.16,32.47,494.74,13.122,489.4375,,,10516.5625,
1990-05-18,42.46,,113.82,119.94,,16049.0,74.86,2389.7,35.08,4833.375,9.91,397.83,,83.2776,,118.76,,43.466,2942.9,52.5625,841.97,44.09,74.51,116.3,33.09,756.09,1773.26,81.771,95.68,,,485.128,,,1486.3125,194.75,506.05,,,,10.05,32.18,494.25,13.367,481.5,,,10379.0,
1990-05-21,42.62,,111.19,119.72,,15712.0,75.019,2387.5,34.15,4743.5,9.75,408.28,,83.2776,,118.01,,43.542,2960.9,52.5859375,838.61,44.34,74.03,114.88,32.79,754.14,1791.03,82.321,95.752,,,481.266,,,1457.375,191.44,500.16,,,,10.2,31.9,498.98,13.393,473.5625,,,10302.5625,
1990-05-22,42.79,,109.87,120.13,,16201.0,74.531,2409.0,33.06,4705.0,9.65,416.85,,83.314,,119.38,,43.44,3005.7,52.78125,843.76,44.32,73.78,117.61,32.76,760.39,1799.91,81.826,95.68,,,479.187,,,1452.5625,193.17,503.95,,,,10.23,32.04,501.48,13.781,472.375,,,10233.8125,
1990-05-23,42.77,,110.39,120.24,,15929.0,74.558,2399.9,,4730.6875,9.38,417.27,,83.3322,,119.22,,43.08,2963.4,52.8828125,817.31,43.91,72.57,116.5,32.0,763.91,1783.25,81.111,93.892,,,475.919,,,1459.8125,191.67,497.26,,,,10.08,32.09,501.41,13.633,472.1875,,,10203.25,
1990-05-24,42.55,,111.94,119.93,,16223.0,74.585,,,4803.4375,9.3,415.65,,83.3322,,,,42.964,2955.7,52.8671875,822.47,43.75,72.81,118.02,31.75,765.08,1800.84,80.863,94.25,,,475.325,,,1469.4375,192.78,499.76,,,,10.4,32.45,500.16,13.626,477.4375,,,10103.875,
1990-05-25,42.95,,112.6,120.0,,15907.0,74.682,2385.2,,4863.375,9.25,418.21,,83.314,,119.42,,43.029,2933.9,52.734375,825.83,43.55,71.24,116.7,31.65,771.53,1798.99,80.891,94.25,,,472.948,,,1488.6875,193.8,503.85,,,,10.32,32.58,493.91,13.587,480.1875,,,10088.5625,
1990-05-28,,,,,,,,2390.9,,,,,,,,119.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-29,42.81,,109.45,120.39,,15473.0,74.913,2403.8,33.4,4867.625,9.33,428.66,,83.3231,,120.38,,43.093,2975.0,52.8046875,823.4,43.55,72.08,113.92,32.02,771.73,1761.04,81.14,96.252,,,470.868,,,1409.25,191.91,499.06,,,,9.86,32.11,503.98,13.375,470.0625,,,10241.4375,
1990-05-30,43.19,,110.25,120.56,,15647.0,75.188,2386.9,33.58,4786.3125,9.38,423.96,,83.3322,,120.4,,42.926,3048.1,52.859375,816.75,43.78,72.33,112.91,32.6,769.19,1778.63,80.78,94.965,,,470.868,,,1373.0625,189.79,493.87,,,,9.63,32.06,504.54,13.135,469.5,,,10157.375,
1990-05-31,42.92,,111.09,119.29,,15375.0,75.516,2379.6,32.32,4760.625,9.1,417.64,,83.3322,,119.84,,42.964,3050.6,52.8671875,816.09,43.61,70.99,112.25,31.91,766.45,1740.68,80.974,93.749,,,472.354,,,1392.375,187.82,492.77,,,,9.61,31.86,502.8,13.199,471.0625,,,10203.25,
1990-06-01,42.96,,109.97,119.56,,14636.0,75.401,2347.4,32.5,4722.125,9.17,423.38,,83.3959,,120.88,,43.337,3091.7,53.25,804.8,44.09,70.51,113.21,,769.38,1723.1,81.555,94.178,,,470.868,,,1387.5625,187.43,487.08,,,,9.34,31.49,505.3,13.122,467.0,,,10065.625,
1990-06-04,42.99,,108.74,119.19,,14310.0,75.383,,31.84,4687.875,9.02,423.59,,83.3959,,,,43.671,3105.8,53.2421875,802.36,44.27,69.17,112.55,,767.43,1719.4,81.638,94.679,,,469.977,,,1377.9375,186.72,485.88,,,,9.54,30.77,512.53,13.127,459.8125,,,10119.125,
1990-06-05,43.19,,109.5,119.99,,14680.0,75.241,2326.0,30.98,4764.9375,8.83,425.06,,83.3868,,121.29,,43.645,3107.1,53.15625,805.02,44.04,68.08,114.53,31.59,760.98,1751.79,81.805,95.394,,,465.521,,,1411.625,187.43,491.37,,,,9.44,30.83,511.14,13.163,459.8125,,,10165.0,
1990-06-06,43.22,,110.29,120.17,,14267.0,75.667,2302.3,31.43,4790.625,8.74,423.8,,83.3868,,120.25,,43.889,3076.3,53.1484375,799.26,43.65,68.93,113.51,31.73,755.31,1738.83,82.22,94.321,,,463.441,,,1409.25,187.9,488.48,,,,9.54,31.04,508.64,13.078,460.75,,,10134.4375,
1990-06-07,43.57,,114.86,120.31,,14245.0,75.773,2306.8,30.96,4889.0625,8.74,422.44,,83.3868,,120.88,,43.709,3109.6,53.15625,792.84,43.84,68.57,113.56,31.45,749.64,1753.64,82.248,92.534,,,467.303,,,1438.125,185.93,486.58,,,,9.51,31.13,505.79,13.019,467.5625,,,10233.8125,
1990-06-08,43.27,,116.41,119.94,,13419.0,75.472,2273.0,31.17,4876.1875,8.77,418.11,,83.3868,,120.67,,43.838,3066.0,53.1640625,795.28,43.91,68.57,113.16,31.66,748.47,1722.18,82.275,91.676,,,467.898,,,1428.5,186.64,487.88,,,,9.43,30.88,499.53,13.0,465.4375,,,10111.5,
1990-06-11,43.46,,117.21,120.14,,12832.0,75.694,2264.5,31.24,4961.8125,8.71,415.65,,83.3868,,119.88,,43.889,3039.1,53.1171875,796.38,43.71,67.72,111.03,31.33,751.21,1703.67,82.58,92.105,,,467.006,,,1418.875,186.17,485.28,,,,9.49,31.18,504.19,13.006,471.8125,,,10172.625,
1990-06-12,43.39,,116.36,121.34,,13234.0,75.578,2265.1,32.52,5004.625,9.2,421.29,,83.3868,,120.13,,43.645,3075.0,53.109375,795.06,44.09,69.66,111.99,32.38,748.47,1704.59,82.248,91.89,,,462.847,,,1406.8125,186.01,488.48,,,,9.08,31.34,509.4,13.019,471.25,,,10249.0625,
1990-06-13,43.41,,115.19,122.0,,13278.0,75.667,2297.2,32.65,4970.375,9.19,419.52,,83.4232,,120.42,,43.645,3118.0,53.3046875,786.2,44.55,71.11,110.98,32.57,751.99,1698.12,82.663,91.854,,,458.985,,,1385.125,183.57,480.29,,,,9.08,31.47,507.76,12.742,470.0625,,,10218.5,
1990-06-14,43.41,,113.54,121.83,,12941.0,75.711,2297.8,31.82,4914.75,9.2,421.61,,83.4323,,120.13,,43.517,3123.7,53.390625,774.47,45.2,70.99,112.2,32.52,743.19,1612.05,82.165,89.638,,,459.579,,,1358.625,178.62,475.6,,,,8.61,30.86,505.15,12.36,458.625,,,10172.625,
1990-06-15,43.54,,111.8,121.97,,13104.0,75.756,2279.8,30.87,4846.25,8.77,422.39,,83.3959,,119.34,,43.478,3091.7,53.171875,780.0,44.81,70.51,113.21,32.44,701.57,1628.71,82.275,87.492,,,459.579,,,1334.5625,180.66,475.1,,,,8.9,30.77,504.4,12.463,454.5625,,,10027.4375,
1990-06-18,43.71,,113.49,122.26,,13199.0,75.477,2244.8,29.61,4906.1875,8.53,424.74,,83.3504,,118.0,,43.85,3070.4,53.0703125,779.34,44.32,69.29,115.34,32.09,689.06,1641.67,82.802,87.64,,,457.5,,,1370.6875,180.9,478.2,,,,8.82,31.0,496.1,12.494,462.3125,,,10088.5625,
1990-06-19,43.97,,114.1,123.0,,13104.0,75.567,2268.5,29.07,4906.1875,8.51,422.86,,83.3504,,118.81,,43.94,3067.9,53.0625,778.89,44.45,69.05,114.42,31.81,651.54,1636.11,82.802,86.976,,,456.043,,,1363.4375,181.37,475.3,,,,8.92,30.79,498.43,12.468,460.1875,,,10157.375,
1990-06-20,43.94,,112.98,122.85,,13315.0,75.675,2277.5,28.42,4884.75,8.5,420.82,,83.3414,,119.34,,43.812,3074.2,52.9765625,781.77,45.17,69.29,111.24,31.95,680.07,1588.92,82.026,87.418,,,454.294,,,1353.8125,180.11,481.19,,,,8.95,31.11,499.53,12.507,463.875,,,10226.125,
1990-06-21,44.32,,113.63,123.0,,12693.0,75.432,2277.5,,4880.5,8.62,420.67,,83.3777,,119.51,,43.876,3066.7,53.0703125,781.77,44.94,69.29,111.99,32.13,700.2,1603.72,82.026,86.57,,,445.261,,,1356.25,180.11,479.1,,,,8.84,31.22,502.96,12.481,467.9375,,,10340.8125,
1990-06-22,44.21,,112.88,123.69,,12588.0,75.315,2289.9,,4829.125,8.8,431.12,,83.405,,120.34,,43.529,3072.9,53.0859375,781.11,45.19,70.63,112.6,32.63,718.77,1585.22,81.168,87.787,,,443.513,,,1296.0,179.41,478.1,,,,8.77,31.09,493.7,12.45,465.0625,,,10203.25,
1990-06-25,44.11,,114.57,123.51,,12640.0,75.441,2295.0,,4914.75,8.82,442.98,,83.3595,,120.62,,43.388,3089.2,52.9453125,788.64,45.07,71.6,110.27,32.81,718.38,1587.07,80.974,88.451,,,441.764,,,1332.125,180.43,480.99,,,,8.8,31.61,490.21,12.455,475.3125,,,10195.5625,
1990-06-26,44.09,,113.16,124.32,,13115.0,75.792,2322.6,,4893.3125,8.72,451.03,,83.3686,,121.2,,43.427,3089.2,53.0078125,781.33,45.32,70.63,109.72,32.52,715.25,1570.03,80.863,89.263,,,439.142,,,1320.0625,177.99,479.1,,,,8.7,31.63,487.95,12.463,471.625,,,10210.875,
1990-06-27,44.24,,113.35,124.55,,13072.0,75.989,2292.1,27.66,4906.25,8.55,448.26,,83.405,,120.83,,43.247,3050.4,53.1015625,781.99,44.92,70.14,110.9,32.14,712.12,1584.38,81.029,89.558,,,437.102,,,1308.75,178.93,480.87,,,,8.87,31.72,492.74,12.387,472.1875,,,10203.3125,
1990-06-28,44.18,,113.97,124.32,,13009.0,76.025,2294.4,28.43,4988.1875,8.82,448.09,,83.4686,,121.04,,43.337,3029.1,53.203125,783.99,44.96,71.48,116.34,32.88,734.4,1561.06,81.057,89.226,,,441.473,,,1315.5625,179.64,483.24,,,,8.88,31.56,496.45,12.43,471.8125,,,10135.3125,
1990-06-29,44.63,,117.01,125.06,,13136.0,76.475,2298.9,28.3,4992.5,8.79,451.32,,83.4959,,121.04,,43.157,3059.1,53.3125,796.83,45.05,70.75,117.06,32.64,736.16,1535.06,80.946,88.968,,,442.638,,,1313.3125,185.07,487.18,,,,9.05,32.18,496.72,12.611,483.5,,,10006.8125,
1990-07-02,44.82,,121.43,126.65,,13800.0,76.538,2304.0,27.72,5005.4375,8.64,457.2,,83.4868,,121.08,,42.862,3052.9,53.3203125,798.82,44.78,70.26,115.93,32.64,744.17,1557.48,80.641,90.369,,,442.638,,,1347.25,183.5,487.78,,,,9.4,33.4,499.53,12.73,501.1875,,,10044.5625,
1990-07-03,44.92,,119.72,127.09,,13958.0,76.538,2308.5,27.85,5005.4375,8.69,461.82,,83.505,,121.08,,42.759,3044.1,53.4375,806.13,44.35,70.02,116.13,32.64,744.95,1587.07,80.614,91.107,,,444.387,,,1345.0,185.46,487.68,,,,9.41,34.02,498.98,12.679,503.5,,,9984.125,
1990-07-04,,,,,,,,2284.2,,,8.7,,,,,120.46,,,3031.6,,,44.43,69.78,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-07-05,44.96,,115.3,127.45,,13621.0,76.484,2266.2,27.36,4850.25,8.65,465.8,,83.4777,,119.39,,43.08,2992.9,53.3515625,804.35,43.87,69.9,119.16,32.64,746.52,1588.86,80.891,92.509,,,441.181,,,1302.0,187.19,485.8,,,,9.29,32.53,493.22,12.545,487.0,,,9832.9375,
1990-07-06,44.87,,115.02,127.82,,13821.0,76.609,2270.7,27.31,4707.9375,8.63,454.26,,83.3686,,119.8,,43.427,3016.6,53.1171875,803.47,43.92,70.26,121.37,32.64,751.21,1569.13,81.583,90.959,,,436.519,,,1256.6875,186.56,484.42,,,,8.92,32.28,496.58,12.534,479.5,,,9560.875,
1990-07-09,45.25,,115.4,129.45,,13642.0,76.78,2250.4,27.49,4733.8125,8.66,442.72,,83.3595,,119.55,,43.799,3005.4,53.0390625,796.83,43.66,71.24,120.5,33.04,734.86,1557.48,82.137,89.927,,,435.062,,,1231.8125,184.2,484.32,,,,8.43,31.97,497.75,12.362,476.4375,,,9515.5,
1990-07-10,45.59,,114.3,130.49,,13125.0,76.906,2222.7,28.09,4759.6875,8.75,431.7,,83.3595,,118.62,,43.799,2987.9,53.0,790.63,44.09,71.72,119.88,33.3,748.66,1587.07,82.054,90.148,,,437.102,,,1236.3125,183.73,482.25,,,,8.58,32.2,494.18,12.387,476.25,,,9492.875,
1990-07-11,44.98,,111.6,128.94,,12746.0,76.771,2235.7,28.97,4703.625,9.15,433.2,,83.3777,,119.22,,43.876,3034.8,53.046875,787.31,44.06,73.3,125.27,34.04,760.76,1578.1,82.192,89.115,,,437.102,,,1197.8125,183.97,474.76,,,,8.48,31.79,500.9,12.443,470.875,,,9447.5,
1990-07-12,44.94,,111.79,129.71,,13252.0,76.942,2236.8,30.61,4651.9375,9.65,443.36,,83.5414,,119.88,,44.313,3050.4,53.2890625,795.94,44.06,77.8,127.38,35.84,768.62,1541.34,83.023,88.968,,,437.685,,,1172.9375,183.65,472.39,,,,8.63,31.75,506.45,12.572,468.9375,,,9462.625,
1990-07-13,43.92,,112.97,129.17,,12967.0,76.978,2271.8,30.44,4669.125,9.7,450.57,,83.5959,,121.2,,44.903,3065.4,53.375,809.67,44.53,79.38,126.25,36.63,767.34,1526.99,83.494,90.222,,,437.102,,,1175.1875,184.36,480.18,,,,8.61,31.56,508.44,12.616,470.0625,,,9523.0625,
1990-07-16,44.24,,113.02,129.11,,13136.0,76.852,2288.8,30.95,4578.625,9.98,452.82,,83.5868,,121.33,,44.878,3106.7,53.390625,807.01,44.89,83.88,125.27,38.0,765.64,1546.72,83.494,92.619,,,435.645,,,1125.375,184.28,475.25,,,,8.31,30.96,510.36,12.458,460.5,,,9349.25,
1990-07-17,44.71,,112.83,130.2,,12914.0,77.176,2288.8,30.92,4539.8125,9.71,454.32,,83.5959,,121.16,,44.788,3096.7,53.421875,803.69,44.5,82.05,123.22,37.89,757.58,1546.72,83.715,93.763,,,426.029,,,1109.5,183.65,472.78,,,,7.93,30.82,507.76,12.369,459.75,,,9319.0,
1990-07-18,44.42,,112.17,130.09,,13115.0,77.149,2306.3,30.76,4513.9375,9.8,451.2,,83.5868,,121.0,,44.865,3087.9,53.3515625,802.58,44.51,83.27,122.5,37.92,746.75,1577.2,84.491,92.217,,,422.532,,,1107.25,185.54,473.08,,,,7.79,31.1,503.3,12.54,462.0625,,,9288.8125,
1990-07-19,44.17,,111.55,130.23,,13041.0,77.301,2295.5,31.49,4496.6875,9.92,447.11,,83.5868,,120.91,,44.852,3071.7,53.359375,801.7,44.32,82.9,121.06,38.1,752.27,1593.34,84.352,90.98,,,417.812,,,1100.4375,184.83,475.74,,,,8.1,31.29,505.08,12.45,463.9375,,,9175.4375,
1990-07-20,44.3,,111.03,130.26,,13094.0,77.032,2313.6,32.51,4470.8125,9.99,445.55,,83.6141,,121.16,,45.07,3084.2,53.4765625,801.48,44.51,82.78,123.01,37.7,740.59,1558.37,84.657,91.985,,,411.427,,,1102.75,185.38,474.76,,,,8.17,30.43,500.08,12.438,453.5625,,,9069.625,
1990-07-23,44.34,,110.12,131.01,,13273.0,77.122,2251.5,,4552.75,10.26,449.41,,83.705,,119.14,,44.839,3015.4,53.484375,818.52,44.81,83.51,122.29,38.18,735.71,1562.86,84.518,92.139,,,405.32,,,1150.25,187.35,480.97,,,,7.9,30.73,490.48,12.522,453.5625,,,9122.5,
1990-07-24,44.33,,109.79,130.26,,13368.0,77.095,2245.9,,4509.625,10.36,447.97,,83.6505,,118.86,,45.391,3024.1,53.375,815.65,44.46,84.97,123.63,38.73,735.49,1577.2,85.128,91.753,,,399.767,,,1161.5625,184.83,476.33,,,,7.99,30.2,490.28,12.336,448.4375,,,9175.4375,
1990-07-25,44.25,,111.98,129.78,,13357.0,77.4,2252.6,,4496.6875,10.23,446.41,,83.6414,,118.9,,45.597,3030.4,53.4453125,824.5,44.09,85.09,124.91,38.35,731.04,1592.45,86.042,93.84,,,399.767,,,1168.375,184.83,479.19,,,,8.12,29.9,493.02,12.374,448.0,,,9114.9375,
1990-07-26,44.14,,113.07,130.23,,13441.0,77.4,2239.7,,4544.125,10.28,448.26,,83.6414,,118.44,,45.52,2982.9,53.4609375,818.3,44.2,85.09,126.09,38.73,748.23,1629.21,86.014,92.99,,,398.379,,,1204.625,183.57,474.85,,,,8.06,30.28,491.1,12.425,454.75,,,9122.5,
1990-07-27,44.67,,113.26,132.07,,13610.0,77.445,2214.3,,4526.875,10.26,446.41,,83.6959,,117.37,,45.777,2972.9,53.609375,814.76,44.6,87.16,129.28,38.5,740.59,1645.35,86.346,93.067,,,399.49,,,1177.4375,182.63,473.38,,,,8.07,29.75,487.33,12.374,448.625,,,9024.25,
1990-07-30,44.75,,115.87,132.68,,13347.0,77.436,2214.3,32.79,4501.0,10.41,441.22,,83.7323,,117.09,,45.854,2956.0,53.84375,814.98,44.69,87.04,126.86,38.47,734.01,1622.04,86.346,93.454,,,396.991,,,1159.3125,181.29,473.57,,,,8.0,29.68,491.1,12.298,452.0,,,8888.1875,
1990-07-31,44.93,,116.58,133.94,,13157.0,77.472,2234.6,33.57,4488.0625,10.59,440.07,,83.7414,,117.21,,46.136,2986.0,53.8515625,820.01,44.46,87.77,127.94,38.59,735.49,1682.11,87.007,94.536,,,391.716,,,1172.9375,181.29,484.23,,,,7.86,29.91,491.58,12.252,456.1875,,,8714.375,
1990-08-01,44.97,,115.77,133.38,,12904.0,77.445,2219.9,34.95,4406.1875,11.1,435.11,,83.7777,,116.67,,45.956,2987.2,54.0078125,827.02,44.86,89.95,132.31,,738.04,1672.25,86.126,92.912,,,389.218,,,1114.0625,180.9,485.51,,,,7.48,29.44,490.0,12.336,448.25,,,8502.75,
1990-08-02,44.53,,114.73,133.33,,12777.0,77.508,2173.7,37.49,4358.75,11.71,434.93,,83.7323,,114.74,,45.635,2925.3,53.796875,834.46,44.53,98.95,132.36,,748.02,1651.63,85.713,90.516,,,397.546,,,1075.5625,180.51,483.83,,,,7.36,29.54,485.14,12.362,445.9375,,,8555.6875,
1990-08-03,44.46,,113.78,133.29,,12398.0,77.544,2117.3,39.73,4302.6875,12.53,440.76,,83.7959,,111.74,,45.443,2888.4,53.9140625,835.34,43.86,105.51,128.87,,759.91,1627.42,85.327,89.666,,,419.2,,,1032.5,178.15,481.46,,,,7.02,29.84,475.2,12.374,449.5625,,,8480.0625,
1990-08-06,44.64,,114.21,134.54,,11955.0,77.679,1995.6,45.51,4384.625,14.29,441.97,,83.7687,,106.55,,45.481,2790.3,53.46875,851.54,42.91,111.71,129.74,43.79,748.87,1656.11,84.997,90.671,,,440.854,,,1057.4375,178.54,483.73,,,,7.39,30.35,458.41,12.501,456.625,,,8533.0,
1990-08-07,44.86,,114.92,134.81,,11987.0,77.652,2036.1,45.93,4380.3125,14.62,444.16,,83.7687,,109.18,,46.059,2829.0,53.234375,851.76,43.04,112.32,130.71,43.55,749.93,1660.59,86.264,89.859,,,410.039,,,1061.9375,179.33,475.55,,,,7.44,30.42,462.24,12.42,457.0,,,8502.75,
1990-08-08,45.07,,114.68,134.54,,11902.0,77.814,1976.4,42.12,4350.125,13.33,441.8,,83.7596,,106.3,,46.2,2832.8,53.203125,848.47,42.78,106.24,134.46,40.65,755.88,1647.14,86.511,87.463,,,409.484,,,1061.9375,179.8,475.55,,,,7.36,30.49,465.47,12.374,456.0,,,8601.0,
1990-08-09,45.38,,115.92,134.43,,11807.0,77.913,2006.8,41.65,4315.625,13.21,434.18,,83.7687,,106.59,,46.149,2830.3,53.4140625,853.94,43.02,105.51,135.59,40.44,761.4,1669.56,86.677,86.883,,,408.096,,,1082.3125,180.66,480.28,,,,7.42,30.75,468.0,12.407,459.8125,,,8774.8125,
