,AD1 N:03_0_R EXCH Curncy,RX1 N:03_0_R EXCH Comdty,BO1 N:03_0_R EXCH Comdty,BP1 N:03_0_R EXCH Curncy,DU1 N:03_0_R EXCH Comdty,CC1 N:03_0_R EXCH Comdty,CD1 N:03_0_R EXCH Curncy,CF1 N:03_0_R EXCH Index,CL1 N:03_0_R EXCH Comdty,C 1 N:03_0_R EXCH Comdty,CO1 N:03_0_R EXCH Comdty,CT1 N:03_0_R EXCH Comdty,GX1 N:03_0_R EXCH Index,ED1 N:03_0_R EXCH Comdty,MES1 N:03_0_R EXCH Index,EO1 N:03_0_R EXCH Index,ES1 N:03_0_R EXCH Index,FC1 N:03_0_R EXCH Comdty,Z 1 N:03_0_R EXCH Index,FV1 N:03_0_R EXCH Comdty,GC1 N:03_0_R EXCH Comdty,G 1 N:03_0_R EXCH Comdty,QS1 N:03_0_R EXCH Comdty,HG1 N:03_0_R EXCH Comdty,HO1 N:03_0_R EXCH Comdty,JO1 N:03_0_R EXCH Comdty,KC1 N:03_0_R EXCH Comdty,LC1 N:03_0_R EXCH Comdty,LH1 N:03_0_R EXCH Comdty,PE1 N:03_0_R EXCH Curncy,FA1 N:03_0_R EXCH Index,NG1 N:03_0_R EXCH Comdty,NX1 N:03_0_R EXCH Index,NV1 N:03_0_R EXCH Curncy,O 1 N:03_0_R EXCH Comdty,PA1 N:03_0_R EXCH Comdty,PL1 N:03_0_R EXCH Comdty,EO1 N:03_0_R EXCH Comdty,EC1 N:03_0_R EXCH Comdty,RP1 N:03_0_R EXCH Curncy,SB1 N:03_0_R EXCH Comdty,SM1 N:03_0_R EXCH Comdty,SP1 N:03_0_R EXCH Index,SI1 N:03_0_R EXCH Comdty,S 1 N:03_0_R EXCH Comdty,ER1 N:03_0_R EXCH Comdty,VH1 N:03_0_R EXCH Index,W 1 N:03_0_R EXCH Comdty,VG1 N:03_0_R EXCH Index
2017-04-12,74.52,159.26,33.13,127.41,111.84,2069.0,75.7,4807.3,51.3,447.4375,53.27,71.31,12161.86,98.1307,956.35,488.46,2346.77,153.197,6986.4,116.6875,1314.37,123.52,494.96,266.74,166.8,161.43,161.02,108.138,62.714,4.9173,1709.92,3.632,18381.0,68.65,264.75,792.42,988.66,3.495,54.047,0.8601300000000001,18.41,336.52,2347.13,18.912,1031.25,100.275,2981.95,556.75,3269.77
2017-04-13,75.59,159.54,33.08,127.66,111.879,2003.0,75.886,4779.9,51.37,449.8125,53.3,72.16,12104.48,98.1357,953.06,486.53,2333.49,153.531,6960.0,117.0390625,1325.07,123.66,494.47,269.41,166.55,161.03,161.72,108.469,62.941,4.9694,1690.19,3.678,18267.0,69.64,265.9375,792.02,998.36,3.539,54.124,0.8605900000000001,18.3,341.68,2333.69,19.13,1039.6875,100.275,2963.8,552.25,3246.7
2017-04-17,75.64,,33.73,128.14,,2016.0,75.775,,50.85,444.375,52.79,73.5,,98.1506,962.13,,2351.03,154.924,6960.0,116.9765625,1328.57,123.66,494.22,272.08,164.87,159.18,164.28,109.296,62.411,4.9778,1710.82,3.605,18386.0,69.59,258.5625,784.71,1012.35,3.473,53.619,0.8590200000000001,18.15,337.27,2351.34,19.134,1037.25,100.275,,541.0,
2017-04-18,75.33,159.68,33.03,131.06,111.874,2004.0,75.362,4705.9,50.62,438.625,52.34,73.3,12030.62,98.1755,950.17,481.7,2343.26,154.506,6806.2,117.3046875,1330.83,123.74,487.77,265.06,163.76,163.93,166.63,109.367,61.881,4.9675,1710.92,3.584,18242.0,69.92,258.0,767.24,999.59,3.451,53.366,0.8468100000000001,18.41,335.98,2343.62,18.884,1029.375,100.275,2933.23,542.9375,3221.7
2017-04-19,74.74,159.26,33.5,130.38,111.75,1959.0,74.753,4722.1,48.72,438.625,50.47,74.11,12019.65,98.1705,944.2,483.38,2339.75,154.506,6766.0,117.21875,1319.83,123.41,484.29,265.64,159.66,166.44,161.02,109.651,60.706,4.8865,1714.15,3.63,18296.0,69.57,257.375,771.82,991.11,3.495,51.347,0.85026,18.1,334.47,2340.01,18.77,1034.0,100.275,2929.4,538.4375,3225.54
2017-04-20,75.05,158.76,33.86,130.71,111.745,1882.0,74.838,4794.3,48.55,433.75,50.53,76.4,12030.62,98.1506,955.55,483.76,2358.05,153.643,6770.8,117.015625,1320.24,123.4,473.37,266.42,159.42,161.33,153.75,110.147,58.794,4.9098,1731.26,3.6,18480.0,69.68,261.5,798.99,1002.24,3.468,51.195,0.8480300000000001,18.0,331.35,2358.46,18.621,1030.1875,100.28,2936.09,522.0625,3245.73
2017-04-21,75.15,158.76,33.88,130.48,111.74,1935.0,74.627,4774.7,,432.875,49.55,75.37,12061.06,98.1556,956.55,484.19,2353.54,154.367,6773.2,117.0859375,1325.69,123.74,464.18,265.95,156.84,160.28,152.14,110.36,58.08,4.8921,1727.03,3.534,18510.0,69.8,256.5,786.89,998.56,3.402,50.11,0.84752,18.09,333.18,2353.74,18.454,1034.8125,100.27,2938.96,520.4375,3246.7
2017-04-24,75.39,157.41,33.61,130.41,111.516,1900.0,74.617,4978.7,48.17,435.5625,49.21,74.86,12441.29,98.1258,969.8,495.67,2376.1,154.033,6908.8,116.8828125,1313.76,123.4,462.45,267.52,155.77,157.67,151.0,108.611,59.347,4.9284,1747.37,3.4939999999999998,18758.0,69.69,258.0,791.57,980.79,3.37,49.706,0.86084,17.9,340.5,2376.41,18.456,1045.9375,100.285,2998.2,517.25,3374.56
2017-04-25,75.14,157.05,33.5,130.84,111.511,1937.0,74.259,4991.1,48.5,442.5625,49.68,75.4,12470.73,98.1158,978.57,495.96,2391.14,154.285,6924.1,116.65625,1303.17,123.23,460.46,270.25,156.02,158.32,151.57,109.533,60.107,4.8847000000000005,1758.34,3.5,19080.0,69.02,262.4375,792.77,978.14,3.375,50.034,0.86438,17.83,337.38,2391.45,18.18,1038.625,100.285,3011.57,525.3125,3385.14
2017-04-26,74.45,157.33,33.82,130.97,111.531,1961.0,74.047,4999.7,48.55,436.625,49.53,75.43,12475.72,98.1208,973.59,496.29,2388.38,159.216,6940.9,116.734375,1300.08,123.21,463.94,271.24,155.16,161.03,149.62,112.086,59.6,4.8018,1758.74,3.617,19056.0,68.38,260.3125,801.22,968.84,3.487,50.11,0.86023,16.95,333.13,2388.64,17.945,1029.4375,100.285,3020.17,524.6875,3379.37
2017-04-27,74.49,158.05,33.61,131.6,111.631,1954.0,74.032,4983.9,47.92,439.5625,48.97,74.07,12440.29,98.1407,972.19,494.47,2392.14,164.259,6881.9,116.8046875,1301.83,123.48,448.05,270.46,152.18,156.47,148.25,114.923,61.651,4.8484,1759.45,3.581,19110.0,68.35,263.625,809.04,969.15,3.455,49.453,0.8547600000000001,16.73,334.3,2392.55,17.845,1030.25,100.29,3014.44,530.5,3365.91
2017-04-28,74.61,157.83,33.35,132.01,111.606,1926.0,73.75,4983.5,48.27,436.3125,49.19,74.93,12442.29,98.1357,975.48,494.14,2386.62,167.593,6866.6,116.8203125,1304.3,123.29,450.78,271.97,151.86,158.37,152.72,117.287,61.72,4.8977,1741.63,3.622,19090.0,68.28,270.125,822.67,969.04,3.492,49.807,0.85309,17.68,335.36,2386.93,17.771,1029.1875,100.29,3010.62,531.75,3372.64
2017-05-01,75.13,,33.82,131.57,,1896.0,73.77,,47.79,449.4375,48.69,75.01,,98.1307,979.97,,2393.14,166.528,6866.6,116.6796875,1291.13,,444.82,277.5,149.9,155.82,155.52,117.382,60.936,4.9266000000000005,1747.37,3.555,19219.0,68.69,283.75,810.48,952.19,3.428,49.327,0.8567400000000001,17.73,338.33,2393.35,17.339,1044.25,,,560.9375,
2017-05-02,75.1,157.74,34.3,131.84,111.576,1888.0,73.478,5020.3,46.64,443.1875,47.69,75.41,12486.2,98.1407,987.34,498.3,2391.89,167.677,6895.8,116.8515625,1292.68,123.17,443.83,274.89,147.91,154.17,155.98,120.148,61.697,4.9145,1743.84,3.533,19334.0,68.94,286.125,809.63,945.86,3.407,48.115,0.8565900000000001,17.41,334.51,2392.25,17.327,1042.625,100.29,3021.13,558.5,3389.95
2017-05-03,74.07,157.74,34.24,131.4,111.576,1862.0,73.539,5020.3,46.79,446.125,48.0,74.84,12503.67,98.1307,980.37,498.01,2389.38,171.795,6878.1,116.6796875,1283.93,123.33,437.13,265.29,148.47,149.52,157.35,122.985,62.618,4.9107,1736.6,3.569,19472.0,68.35,282.25,795.4,923.79,3.444,48.292,0.8576,17.29,338.55,2389.64,17.034,1049.625,100.295,3027.81,558.5,3394.75
2017-05-04,73.79,156.97,34.18,131.71,111.546,1924.0,73.241,5090.0,44.54,436.3125,45.72,74.97,12612.94,98.1258,970.2,501.55,2391.64,166.164,6900.1,116.5078125,1263.47,122.97,422.98,261.96,142.3,145.87,154.49,124.167,63.586,4.8465,1734.18,3.523,19438.0,68.14,289.0625,796.75,927.17,3.396,45.97,0.8611900000000001,16.85,338.33,2391.95,16.784,1048.5625,100.29,3051.7,538.5,3438.02
2017-05-05,73.93,156.54,34.6,132.25,111.506,1952.0,73.664,5160.7,45.23,441.375,46.4,73.89,12692.78,98.1158,977.48,506.43,2403.92,161.121,6939.9,116.53125,1261.72,122.88,430.67,263.73,144.74,146.37,155.35,121.33,63.954,4.8726,1748.78,3.6109999999999998,19577.0,68.73,294.6875,809.09,929.72,3.482,46.676,0.8585600000000001,16.78,336.53,2404.18,16.754,1047.25,100.285,3069.85,544.0625,3474.55
2017-05-08,73.67,156.54,34.64,131.95,111.462,2045.0,73.619,5122.0,45.43,435.6875,46.63,73.34,12681.81,98.1208,977.77,507.38,2401.16,166.192,6939.4,116.453125,1261.93,122.63,426.95,260.08,146.66,148.67,156.72,120.833,64.415,4.8242,1742.13,3.507,19775.0,68.73,294.375,801.62,939.32,3.38,46.878,0.8560800000000001,16.86,333.02,2401.47,16.737,1038.3125,100.285,3074.63,533.3125,3462.05
2017-05-09,73.16,156.37,34.59,131.76,111.477,2050.0,73.478,5135.9,44.89,436.3125,46.05,73.57,12746.67,98.1357,990.33,509.25,2399.41,161.961,6993.6,116.2890625,1250.62,122.03,430.17,260.55,145.3,148.42,154.72,118.186,64.784,4.8177,1737.5,3.568,19810.0,68.48,291.125,789.73,920.22,3.439,46.323,0.85218,16.92,338.23,2399.77,16.541,1048.3125,100.285,3089.92,528.375,3473.59
2017-05-10,73.43,156.68,33.95,131.93,111.467,2044.0,73.72,5138.3,46.31,444.9375,47.46,72.67,12739.19,98.1556,996.31,510.11,2401.41,161.933,7032.9,116.28125,1253.49,122.37,439.57,260.18,148.65,143.67,156.44,117.453,64.637,4.8596,1748.37,3.64,19815.0,68.92,289.375,795.45,929.41,3.508,47.787,0.8505600000000001,17.36,337.38,2401.77,16.685,1044.25,100.29,3093.74,531.125,3466.86
2017-05-11,73.52,156.5,34.17,131.4,111.467,2042.0,73.604,5122.0,46.8,439.5625,47.98,75.23,12682.3,98.1606,998.8,508.77,2397.15,159.552,7044.8,116.34375,1258.94,122.4,444.52,261.59,150.11,145.02,153.69,117.193,64.512,4.9024,1737.9,3.733,19726.0,68.12,291.75,795.05,937.38,3.599,48.292,0.85426,17.13,334.4,2397.56,16.745,1039.9375,100.29,3085.14,533.5625,3446.67
2017-05-12,73.72,156.95,34.54,131.27,111.492,2108.0,73.503,5145.0,46.81,441.6875,48.05,78.08,12739.69,98.1904,1001.99,509.39,2394.9,161.989,7084.1,116.7109375,1262.54,123.21,444.28,263.26,150.46,147.57,154.49,118.375,65.265,4.9331,1729.95,3.786,19671.0,68.17,285.5,799.58,937.18,3.652,48.317,0.8595200000000001,17.0,332.7,2395.16,16.886,1036.4375,100.29,3102.34,532.375,3462.05
2017-05-15,73.94,156.59,34.73,131.43,111.492,2135.0,73.871,5160.2,47.8,437.8125,48.97,81.06,12766.63,98.1804,1012.55,510.78,2404.67,159.72,7107.6,116.6953125,1264.91,122.85,454.42,264.82,152.1,144.27,152.77,115.798,64.679,4.9545,1741.13,3.7030000000000003,19800.0,68.37,272.75,793.11,948.62,3.572,49.327,0.8627100000000001,17.11,331.86,2404.88,17.093,1038.875,100.29,3107.12,520.6875,3471.67
2017-05-16,74.08,156.56,34.72,131.7,111.472,2128.0,74.224,5164.5,47.62,437.8125,48.81,77.26,12774.62,98.1755,1013.84,511.07,2403.17,157.955,7175.7,116.734375,1271.49,122.99,453.43,266.02,152.78,143.37,150.48,115.278,65.914,4.9694,1739.51,3.572,19711.0,68.5,272.1875,788.14,957.09,3.444,49.125,0.8700600000000001,17.41,336.63,2403.58,17.241,1050.75,100.29,3117.63,521.875,3481.28
2017-05-17,74.05,157.12,34.86,132.04,111.516,2149.0,73.977,5080.7,48.02,442.25,49.34,76.17,12602.47,98.2053,996.11,504.7,2363.57,159.104,7153.1,117.21875,1294.42,123.48,458.88,265.61,154.51,141.92,153.86,115.798,66.061,4.9536,1703.78,3.5300000000000002,19314.0,68.97,279.0,773.21,966.39,3.402,49.526,0.8720300000000001,17.87,334.83,2363.87,17.405,1050.1875,100.29,3082.28,525.3125,3424.56
2017-05-18,73.96,157.58,34.12,131.89,111.546,2180.0,74.007,5051.8,48.29,435.6875,49.63,75.29,12566.04,98.1829,979.77,501.82,2369.58,159.44,7110.5,117.109375,1288.36,123.56,460.36,264.04,155.7,141.12,148.42,116.247,66.27,4.9256,1704.58,3.518,19463.0,68.52,279.5625,761.72,956.89,3.391,49.777,0.8694500000000001,17.57,326.55,2369.99,17.162,1016.8125,100.29,3067.94,523.75,3404.37
2017-05-19,74.38,157.36,34.75,132.81,111.521,2122.0,74.586,5085.0,49.25,443.4375,50.67,75.49,12610.45,98.1705,1000.19,503.98,2387.63,160.645,7136.8,117.0625,1289.18,123.31,469.03,269.26,159.46,139.77,151.23,116.743,66.563,4.9685,1722.4,3.6,19547.0,68.99,286.375,756.99,960.36,3.471,50.804,0.8711700000000001,17.95,326.01,2387.94,17.291,1025.6875,100.29,3080.36,535.4375,3428.4
2017-05-22,74.57,157.06,34.64,132.44,111.506,2129.0,74.617,5084.5,49.7,446.4375,50.91,74.48,12593.48,98.163,1001.19,504.79,2398.91,161.653,7167.0,117.0390625,1297.2,123.4,474.22,270.72,161.42,136.07,149.51,117.193,66.437,4.9619,1730.56,3.682,19547.0,69.53,292.3125,755.4,970.68,3.551,51.256,0.8760300000000001,18.1,326.86,2399.17,17.698,1029.4375,100.29,3081.32,534.1875,3423.6
2017-05-23,74.65,156.94,34.01,132.13,111.502,2114.0,74.546,5108.6,50.03,439.875,51.18,73.37,12633.4,98.1606,1002.19,505.37,2404.17,160.304,7169.0,116.8671875,1291.13,123.54,474.22,270.77,161.88,135.82,149.11,116.389,67.107,4.9722,1733.98,3.559,19631.0,69.75,285.8125,768.58,969.76,3.432,51.606,0.8739500000000001,17.39,325.27,2404.48,17.644,1020.5625,100.285,3088.01,528.375,3442.82
2017-05-24,74.66,156.87,33.95,131.95,111.511,1981.0,75.03,5107.2,49.92,441.9375,51.0,73.67,12605.46,98.1655,1006.07,505.08,2408.18,157.315,7184.3,117.0078125,1288.67,123.51,475.46,269.47,161.84,135.92,147.16,115.49,67.149,5.0094,1738.41,3.548,19587.0,69.89,282.5625,757.94,967.61,3.421,51.481,0.8762300000000001,17.18,325.38,2408.39,17.622,1020.5625,100.285,3083.23,532.0625,3430.33
2017-05-25,74.37,157.37,33.7,131.81,111.546,1964.0,74.717,5103.8,47.53,439.5625,48.63,73.31,12587.5,98.163,1010.36,504.65,2419.71,159.907,7188.6,117.0390625,1292.06,123.81,469.77,270.93,156.26,135.97,148.02,117.193,67.777,5.002,1741.53,3.521,19666.0,69.85,286.6875,765.25,973.33,3.396,49.025,0.8774500000000001,17.16,323.57,2419.92,17.7,1011.1875,100.29,3081.32,529.875,3428.4
2017-05-26,74.26,157.84,33.23,130.38,111.566,1999.0,74.848,5104.8,48.4,445.5625,49.29,73.24,12567.54,98.1655,1013.84,505.22,2419.96,155.49,7221.2,117.0390625,1304.09,124.18,456.65,267.64,157.51,138.62,150.2,116.034,68.51,5.0178,1737.1,3.578,19567.0,70.23,289.375,783.26,983.55,3.432,49.927,0.88499,16.5,320.49,2420.32,17.834,997.1875,100.29,3074.63,539.125,3423.6
2017-05-29,,158.31,,,111.641,,,5102.9,,,49.41,,12602.47,,1013.84,504.89,,,7221.2,,,124.18,461.6,,,,,,,,,,,,,,,,,,,,,,,100.29,3079.41,,3424.56
2017-05-30,74.48,158.36,33.04,131.0,111.616,2131.0,74.843,5091.3,48.27,436.9375,49.03,73.41,12563.05,98.1705,1009.86,503.02,2416.95,158.638,7195.8,117.203125,1298.24,124.33,452.44,267.43,156.11,136.47,151.23,116.294,67.4,4.961,1731.96,3.4,19472.0,70.62,287.0,799.14,961.28,3.261,49.777,0.8815500000000001,16.46,316.03,2417.22,17.941,982.375,100.29,3068.9,528.375,3410.14
2017-05-31,74.17,158.35,32.96,131.36,111.636,2142.0,74.622,5076.8,46.97,442.875,47.64,73.14,12612.45,98.173,1000.19,501.44,2417.2,161.442,7195.3,117.2421875,1308.19,123.99,441.06,269.1,152.53,133.57,148.08,117.665,68.593,4.9759,1731.56,3.32,19527.0,70.62,293.1875,812.38,970.68,3.183,48.448,0.88363,16.3,316.56,2417.62,17.919,985.875,100.29,3074.63,528.0625,3415.9
2017-06-01,73.58,158.31,32.86,131.17,111.611,2117.0,74.571,5110.6,47.0,441.0625,47.52,73.76,12639.39,98.1556,1009.26,504.36,2435.75,166.203,7222.1,117.1796875,1302.76,123.65,445.76,269.88,150.9,131.92,146.19,120.502,67.756,4.9954,1758.84,3.252,19785.0,70.29,302.125,819.5,948.92,3.121,48.474,0.88231,15.6,315.93,2436.17,17.791,981.8125,100.29,3079.41,527.75,3424.56
2017-06-02,74.19,158.71,32.61,131.19,111.641,2093.0,74.682,5135.1,46.32,443.75,46.88,72.86,12791.08,98.1556,1014.04,504.03,2444.02,167.949,7217.4,117.3984375,1313.12,123.82,434.13,268.53,149.21,132.52,143.73,123.718,68.007,4.9582,1760.86,3.242,20008.0,71.02,291.4375,830.41,973.85,3.11,47.772,0.88707,15.06,320.6,2444.29,18.042,991.5,100.29,3082.28,528.375,3442.82
2017-06-05,74.72,158.52,32.93,131.48,111.616,2080.0,74.793,5108.2,46.07,444.0625,46.43,72.5,,98.1606,1013.55,502.16,2440.76,169.166,7200.6,117.296875,1315.68,123.76,426.46,266.75,146.64,135.77,147.05,123.865,67.589,5.0569,1754.11,3.224,19998.0,71.06,287.0,838.17,978.14,3.09,47.521,0.8834700000000001,15.22,319.22,2441.08,18.099,992.3125,100.29,3079.41,528.375,3432.25
2017-06-06,74.92,158.94,33.01,131.28,111.646,2066.0,74.884,5073.0,46.84,449.125,47.04,72.23,12660.35,98.168,1013.15,499.62,2437.0,164.404,7196.3,117.453125,1330.86,124.49,423.98,265.66,147.34,132.57,143.73,121.313,68.363,5.0867,1747.77,3.2880000000000003,19795.0,71.47,303.5625,844.69,983.96,3.152,48.323,0.88565,15.32,319.75,2437.37,18.232,993.9375,100.29,3062.21,536.0625,3411.1
2017-06-07,75.29,159.01,32.98,131.93,111.666,2054.0,74.531,5069.6,44.44,458.0625,45.11,72.01,12634.9,98.168,1011.95,500.96,2438.26,163.796,7155.5,117.3046875,1326.45,124.52,417.3,266.13,142.31,131.92,143.96,121.877,68.342,5.0885,1747.17,3.265,19840.0,71.52,308.625,824.58,967.92,3.1310000000000002,45.842,0.8801800000000001,15.5,323.78,2438.47,18.14,1001.75,100.29,3056.48,547.125,3406.29
2017-06-08,75.31,158.98,33.5,131.84,111.676,2054.0,74.632,5069.1,44.36,459.25,44.92,72.73,12689.79,98.1606,1018.63,501.44,2438.76,162.896,7141.2,117.2421875,1312.4,123.96,417.3,272.18,142.93,136.97,144.65,121.73,68.677,5.1071,1762.07,3.273,19884.0,71.78,290.25,842.8,958.22,3.142,45.767,0.87816,15.72,325.06,2439.07,17.928,1009.5625,100.29,3058.39,552.6875,3423.6
2017-06-09,75.13,158.89,33.96,129.64,111.676,2113.0,74.803,5102.4,44.54,461.625,45.19,71.91,12777.11,98.1506,1010.66,504.98,2436.75,163.135,7210.2,117.21875,1304.09,124.21,422.74,276.35,143.82,138.82,144.87,121.558,69.054,5.109,1768.71,3.285,19790.0,71.72,298.8125,852.46,960.46,3.152,45.942,0.89107,15.64,324.85,2437.07,17.731,1013.3125,100.29,3064.12,548.375,3440.9
2017-06-12,75.24,159.11,33.59,128.92,111.676,2154.0,75.619,5051.8,44.79,449.125,45.33,71.38,12678.81,98.1432,1004.98,499.86,2434.75,160.357,7197.7,117.15625,1301.53,124.59,424.97,272.8,143.24,138.17,146.08,119.301,67.384,5.1267,1770.42,3.269,19681.0,71.66,295.875,860.47,964.75,3.136,46.193,0.8967900000000001,15.37,320.49,2435.06,17.444,1002.3125,100.29,3041.19,533.875,3408.21
2017-06-13,75.24,158.94,33.75,129.89,111.646,2115.0,76.158,5072.0,45.16,453.5625,45.73,70.76,12736.69,98.1506,1010.36,501.3,2446.28,158.664,7183.8,117.15625,1301.22,124.01,421.51,270.82,145.48,141.07,144.7,118.639,68.699,5.15,1781.5,3.206,19790.0,71.89,300.0,853.8,944.02,3.074,46.569,0.89041,15.12,320.17,2446.7,17.261,1003.625,100.29,3048.83,547.4375,3417.83
2017-06-14,75.76,159.45,33.75,129.81,111.636,2134.0,76.052,5054.6,43.48,448.8125,44.11,69.83,12801.1,98.1481,1009.76,499.64,2443.52,154.617,7179.5,117.3984375,1308.71,125.06,414.33,268.42,141.71,140.27,143.73,115.694,68.949,5.1751,1773.44,3.171,19731.0,72.24,302.6875,850.07,972.31,3.043,44.839,0.8912200000000001,14.93,320.49,2444.0,17.641,1002.8125,100.29,3036.35,545.0,3415.9
2017-06-15,75.67,158.62,34.43,129.96,111.536,2119.0,75.906,5029.0,43.21,451.8125,44.04,68.32,12669.29,98.1432,998.64,496.93,2440.26,155.622,7114.7,117.21875,1286.86,124.05,414.58,267.59,142.15,142.77,144.02,115.326,68.511,5.1481,1764.89,3.304,19751.0,71.76,309.5,854.2,941.06,3.167,44.564,0.88504,14.76,319.22,2440.78,17.209,1006.0625,100.29,3034.43,558.1875,3392.77
2017-06-16,76.1,158.75,34.82,130.14,111.551,2066.0,76.213,5073.9,43.49,457.125,44.46,68.29,12716.22,98.1432,1000.74,498.79,2439.25,156.468,7146.1,117.3203125,1288.81,124.18,418.54,267.43,143.4,141.77,141.44,115.988,68.741,5.1956,1765.49,3.283,19805.0,72.21,319.0,861.87,946.68,3.147,44.864,0.88697,14.73,319.54,2439.68,17.152,1010.625,100.29,3048.83,572.3125,3402.41
2017-06-19,75.79,158.67,34.52,129.63,111.536,1970.0,76.138,5121.3,42.96,446.75,44.03,67.83,12871.51,98.1233,1010.26,503.74,2455.81,153.426,7215.2,117.1171875,1278.76,124.1,419.53,270.09,141.8,139.02,142.18,113.952,70.056,5.1739,1775.46,3.128,19994.0,71.96,317.8125,851.86,946.78,3.002,44.316,0.88692,14.75,320.17,2456.24,16.989,1009.3125,100.285,3081.49,574.5,3446.74
2017-06-20,75.68,158.93,33.67,128.59,111.526,1954.0,76.002,5103.9,42.07,440.5,43.19,67.79,12803.6,98.1332,998.34,498.9,2445.78,152.289,7168.8,117.265625,1275.47,124.37,408.4,266.44,140.17,135.62,139.94,113.756,70.974,5.1219,1756.13,3.143,20033.0,72.1,309.5,863.36,941.26,3.012,43.393,0.89248,14.92,319.54,2446.2,16.901,998.5,100.285,3061.32,581.25,3426.5
2017-06-21,75.44,158.98,33.5,128.98,111.506,1888.0,75.706,5088.4,41.12,439.0,42.07,67.35,12746.18,98.1382,1001.14,498.51,2441.76,153.056,7148.5,117.2265625,1277.83,124.17,408.89,271.4,137.15,131.42,137.07,113.216,71.872,5.1012,1746.17,3.127,19964.0,71.98,306.5625,872.62,946.88,3.002,42.42,0.8924300000000001,14.31,316.35,2442.29,16.857,988.8125,100.285,3052.68,571.4375,3417.83
2017-06-22,75.3,159.1,33.18,128.99,111.481,1857.0,76.073,5095.2,41.33,431.875,42.44,67.59,12779.13,98.1332,1006.25,497.51,2440.01,151.786,7132.1,117.265625,1281.53,124.23,407.9,271.08,137.83,131.97,130.84,112.161,70.995,5.1512,1748.38,3.128,19964.0,72.33,304.75,876.65,945.45,3.002,42.645,0.8909600000000001,14.07,312.0,2440.48,16.996,972.9375,100.285,3060.36,567.4375,3421.68
2017-06-23,75.6,159.08,33.24,129.52,111.472,1914.0,75.987,5080.7,41.59,425.875,42.74,69.03,12707.73,98.1332,1012.06,497.6,2443.27,153.373,7122.4,117.2890625,1288.71,124.09,406.91,273.69,137.84,137.67,138.14,113.142,71.225,5.1757,1755.23,3.166,19959.0,72.55,301.5,852.91,949.33,3.038,42.894,0.8912100000000001,14.22,311.78,2443.59,17.138,973.5,100.285,3051.72,565.5625,3406.26
2017-06-26,75.73,159.15,33.15,129.5,111.452,1880.0,76.053,5109.2,41.95,427.375,43.02,69.04,12751.67,98.1282,1021.78,498.75,2444.27,158.135,7143.2,117.3125,1278.45,124.18,405.18,273.85,138.69,140.92,139.83,116.087,72.665,5.2135,1761.47,3.2720000000000002,20053.0,72.57,295.875,860.17,936.26,3.141,43.268,0.8900500000000001,13.82,312.32,2444.7,17.061,975.9375,100.29,3069.97,553.5625,3427.47
2017-06-27,75.81,157.81,33.74,130.38,111.352,1898.0,76.591,5073.5,42.78,427.6875,43.79,69.81,12645.82,98.1233,1009.86,496.88,2428.72,153.294,7123.4,117.0625,1278.96,123.55,418.78,276.09,142.06,142.97,140.72,112.897,72.206,5.1852,1747.98,3.2880000000000003,20008.0,72.5,292.0,854.6,938.4,3.156,44.141,0.8971800000000001,13.87,312.21,2429.24,17.077,980.75,100.285,3048.83,557.5625,3402.41
2017-06-28,76.25,157.52,33.79,131.68,111.377,1919.0,77.32,5067.7,43.26,425.9375,44.36,69.53,12624.85,98.1282,1016.67,494.63,2446.78,154.908,7083.8,117.1171875,1281.22,122.77,422.99,277.59,144.0,139.17,139.71,113.486,73.417,5.2154,1767.41,3.321,20073.0,72.68,306.125,850.87,941.76,3.187,44.64,0.8908100000000001,13.76,313.05,2447.11,17.221,984.0,100.285,3046.91,562.3125,3400.48
2017-06-29,76.64,156.28,34.07,132.24,111.327,1896.0,77.441,4972.5,43.44,429.6875,44.45,69.11,12386.68,98.1282,1004.05,487.05,2428.22,155.728,7048.0,116.9453125,1277.83,121.83,430.91,279.62,145.31,132.92,141.9,114.344,74.711,5.1625,1756.13,3.265,19840.0,72.58,310.5,842.4,940.64,3.1310000000000002,44.814,0.8909100000000001,14.58,312.84,2428.64,17.08,985.875,100.285,3002.73,589.6875,3335.9
2017-06-30,76.69,155.99,34.62,132.46,111.327,1976.0,77.697,4940.7,44.52,443.0625,45.51,70.42,12302.8,98.1233,1010.06,485.76,2429.22,156.521,6999.2,116.7734375,1274.24,121.7,431.89,281.22,148.27,129.87,141.17,114.148,75.671,5.1427,1757.34,3.257,19934.0,72.9,333.9375,832.99,944.01,3.125,45.937,0.88843,14.99,323.19,2429.54,17.053,1013.9375,100.28,2981.6,625.375,3306.98
2017-07-03,76.41,155.78,34.83,131.85,111.337,1995.0,77.476,5012.6,45.51,451.8125,46.36,68.9,12455.09,98.1133,1013.86,491.47,2433.23,154.59,7067.4,116.5390625,1250.55,121.54,444.26,279.36,151.24,130.95,143.42,113.608,75.734,5.1191,1769.32,3.167,20008.0,72.64,344.5,838.72,923.32,3.038,46.959,0.8874200000000001,15.11,331.21,2433.66,16.504,1038.5625,100.29,3020.02,659.8125,3356.14
2017-07-04,,155.98,,,111.387,,,4994.8,,,46.3,,12437.11,,1013.86,490.65,,,7063.0,,,121.76,446.98,,,,,,,,,,,,,,,,,,,,,,,100.285,3011.37,,3353.25
